Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,Weekday,VarPercentage
2007-01-03,26.0,26.77,25.74,26.61,2348700.0,0.0,1.0,3.714285714285714,3.824285714285714,3.6771428571428566,3.801428571428571,16440900.0,2,4.0015540011499695
2007-01-04,26.41,26.8,25.1,25.35,2279900.0,0.0,1.0,3.772857142857143,3.828571428571428,3.585714285714286,3.621428571428571,15959300.0,3,6.7729083661084815
2007-01-05,25.34,25.34,24.45,24.81,2170100.0,0.0,1.0,3.62,3.62,3.4928571428571424,3.544285714285714,15190700.0,4,3.6400817991671204
2007-01-08,24.82,24.89,23.57,23.83,2620700.0,0.0,1.0,3.5457142857142854,3.5557142857142856,3.367142857142857,3.404285714285714,18344900.0,0,5.600339414061949
2007-01-09,23.99,24.08,23.52,23.99,1515900.0,0.0,1.0,3.4271428571428566,3.4399999999999995,3.36,3.4271428571428566,10611300.0,1,2.380952380517101
2007-01-10,23.97,24.2499,23.88,24.07,1635500.0,0.0,1.0,3.424285714285714,3.464271428571428,3.411428571428571,3.4385714285714286,11448500.0,2,1.5489949744491298
2007-01-11,23.96,24.55,23.88,24.24,1304300.0,0.0,1.0,3.4228571428571426,3.507142857142857,3.411428571428571,3.462857142857142,9130100.0,3,2.805695141948064
2007-01-12,23.8563,23.88,22.69,22.71,3167300.0,0.0,1.0,3.408042857142857,3.411428571428571,3.2414285714285715,3.244285714285714,22171100.0,4,5.244601145415402
2007-01-16,24.25,24.4,22.6999,22.74,4304900.0,0.0,1.0,3.464285714285714,3.4857142857142853,3.2428428571428567,3.248571428571428,30134300.0,1,7.489460305519032
2007-01-17,22.82,23.05,22.64,22.83,2172000.0,0.0,1.0,3.26,3.2928571428571427,3.234285714285714,3.261428571428571,15204000.0,2,1.81095406315454
2007-01-18,22.76,22.981,22.1699,22.25,1614100.0,0.0,1.0,3.251428571428572,3.283,3.167128571428571,3.1785714285714284,11298700.0,3,3.6585640886803503
2007-01-19,22.22,22.82,22.2,22.56,1736000.0,0.0,1.0,3.174285714285714,3.26,3.1714285714285717,3.2228571428571424,12152000.0,4,2.7927927923297773
2007-01-22,22.85,22.97,21.8,21.9,2656500.0,0.0,1.0,3.2642857142857142,3.281428571428571,3.1142857142857143,3.128571428571428,18595500.0,0,5.366972476580884
2007-01-23,21.8,22.33,21.7,21.76,2891300.0,0.0,1.0,3.1142857142857143,3.1899999999999995,3.1,3.1085714285714285,20239100.0,1,2.9032258059774136
2007-01-24,21.9,23.0,21.3,22.75,6317200.0,0.0,1.0,3.128571428571428,3.2857142857142856,3.0428571428571427,3.25,44220400.0,2,7.9812206567700485
2007-01-25,23.91,24.25,22.72,23.25,9198500.0,0.0,1.0,3.415714285714285,3.464285714285714,3.2457142857142856,3.321428571428571,64389500.0,3,6.734154929107689
2007-01-26,23.56,23.6,22.75,23.15,1981400.0,0.0,1.0,3.365714285714285,3.3714285714285714,3.25,3.307142857142857,13869800.0,4,3.736263735807782
2007-01-29,22.26,22.76,22.06,22.55,3108800.0,0.0,1.0,3.18,3.251428571428572,3.1514285714285712,3.2214285714285715,21761600.0,0,3.173164097447099
